#IsoDatetime,EA kWhd,EM,NE,NO,NT,NW,SC,SE,SO,SW,WM,WN,WS,,EA avg,EA mmscfd,,Total,max(total),,min(total),,avg(total,,Total mmscfd
2019-07-31T00:00:00,13939118,21456871,20898155,22069137,6025626,32345217,17784638,13452855,6186832,7278910,9390301,3915868,25398134,,,,,200141662,,,,,,,664.2701762
2019-08-01T00:00:00,13278472,22487450,21106877,21997502,6463277,32226387,17388368,15949865,5789589,7305640,9689593,3934995,37491821,,,,,215109836,,,,,,,713.9495457
2019-08-02T00:00:00,13341010,22794579,21587233,23252606,5673756,32885039,17608133,15822036,6542795,7609023,9230914,4047411,36150542,,,,,216545077,,,,,,,718.7131106
2019-08-03T00:00:00,15542399,20404589,20966140,22718135,4050271,31373105,17733006,12257989,5525446,7570003,8024350,4427769,24950761,,,,,195543963,,,,,,,649.0104132
2019-08-04T00:00:00,12803780,19951403,20470630,22017149,3240924,31823755,17811406,12102522,5349506,7188818,7178369,4191917,17714825,,,,,181845004,,,,,,,603.5435683
2019-08-05T00:00:00,13953496,21879919,21174752,25739746,5373583,33353775,18443136,12607811,5428327,6596454,8262316,3634469,14337771,,,,,190785555,,,,,,,633.217257
2019-08-06T00:00:00,14120554,22008192,21383009,27279802,6336694,34839503,17777439,12053903,5490344,6216379,8914801,3800022,25063363,,,,,205284005,,,,,,,681.3376126
2019-08-07T00:00:00,13470038,22667651,24779209,28182319,6023354,35635199,17201985,12500925,4637631,6950176,9471948,4001350,24955580,,,,,210477365,,,,,,,698.5743744
2019-08-08T00:00:00,13162553,22869628,24034005,25418052,6210214,35225584,15850844,17899110,5386374,7747543,9688176,4022645,36398915,,,,,223913643,,,,,,,743.1693811
2019-08-09T00:00:00,12895454,21896511,22854268,21867527,5396666,36042666,14923910,14791802,5222819,6771058,8900888,4152347,20853302,,,,,196569218,,,,,,,652.4132345
2019-08-10T00:00:00,14548036,21130126,23208873,21132158,3863643,34667663,13178195,12199084,5538458,6357441,8671961,3817373,29389612,,,,,197702623,,,,,,,656.1750057
2019-08-11T00:00:00,12751067,22973379,22296329,20049678,3275334,34892506,13326815,12297508,6677695,6175565,9104585,3678301,24172633,,,,,191671395,,,,,,,636.15736
2019-08-12T00:00:00,12788083,25177274,23913804,18985414,5477224,37625852,17336514,13219168,6951124,6404866,10720495,3824969,47141121,,,,,229565908,,,,,,,761.9292487
2019-08-13T00:00:00,12943403,26877175,24120668,17886158,6360717,37098846,18408837,13732620,7201755,6531845,10989412,3727956,48019653,,,,,233899045,,,,,,,776.3109304
2019-08-14T00:00:00,12157267,26580908,24046175,18063021,6090363,37285973,19064655,13951609,7258664,6624914,10184314,3363000,32866145,,,,,217537008,,,,,,,722.0053296
2019-08-15T00:00:00,12903655,26880299,22364128,19440736,6489273,37841206,15995961,13739199,5884626,6531391,10842515,3318617,28588713,,,,,210820319,,,,,,,699.7126388
2019-08-16T00:00:00,13907591,24367114,22490087,19394452,5493467,37628737,15256890,19493627,7499534,7464300,10421335,3574519,30801088,,,,,217792741,,,,,,,722.8541074
2019-08-17T00:00:00,15341315,21019908,21602375,18960981,4779762,33398046,14805670,13598448,7115267,6786228,9465829,3807201,29244798,,,,,199925828,,,,,,,663.5538231
2019-08-18T00:00:00,13170344,21829242,23077729,18821948,3602279,33851711,15128275,14865171,8016700,6702211,9131177,3656791,28930593,,,,,200784171,,,,,,,666.4026635
2019-08-19T00:00:00,14371555,25607665,23044854,22696604,5708364,35004711,16490653,13401500,7752775,6478420,10369581,3824628,24216629,,,,,208967939,,,,,,,693.5645895
2019-08-20T00:00:00,14412609,26851143,24243123,22388726,6728159,36013501,15521489,14969176,8422157,6791107,11498829,4255791,30360983,,,,,222456793,,,,,,,738.334096
2019-08-21T00:00:00,13682372,27102011,22857136,21123877,6008904,36546388,15961147,13977157,7961657,6414735,11083858,4311079,17443761,,,,,204474082,,,,,,,678.6494782
2019-08-22T00:00:00,13567154,26147773,22955757,22685194,6136394,36188356,15531680,16389729,6862579,6953622,11309823,4205688,19607873,,,,,208541622,,,,,,,692.1496434
2019-08-23T00:00:00,13584863,23978782,23695442,21301573,5463700,36928307,14966889,19462236,7794782,6841885,10641126,4263032,26174982,,,,,215097599,,,,,,,713.9089311
2019-08-24T00:00:00,14999369,21521380,22783764,19540545,4015649,36053705,14748081,13278714,6748753,7474913,9112003,3833243,19972765,,,,,194082884,,,,,,,644.161092
2019-08-25T00:00:00,12524516,21182582,21717465,18259157,2630353,33424317,15051879,13968250,5782746,6155831,8471387,3750587,24894492,,,,,187813562,,,,,,,623.3532123
2019-08-26T00:00:00,12800015,21657639,22693593,20615654,7611923,33052168,15966689,12804452,5801631,6869429,9588040,4365330,25825023,,,,,199651586,,,,,,,662.6436139
2019-08-27T00:00:00,13454169,25003670,25695222,20906693,10156271,35897513,15423698,15672810,7648674,8339585,11271519,4577319,26334402,,,,,220381545,,,,,,,731.4463479
2019-08-28T00:00:00,14191011,27104819,23158569,21454403,9923497,38031531,16453073,13834493,8313043,7023704,10843733,4386500,23391685,,,,,218110061,,,,,,,723.9072925
2019-08-29T00:00:00,13884216,27985068,23268829,21912505,6245000,37673336,17856840,15570741,7148161,7063446,11798478,4150145,20637056,,,,,215193821,,,,,,,714.2282919
2019-08-30T00:00:00,13358374,26023938,24957496,21324765,5441272,37487154,17267174,16948744,6751306,6914689,10848686,4271340,21172016,,,,,212766954,,,,,,,706.1735203
2019-08-31T00:00:00,15054710,24461261,23246885,20420433,4026634,35313592,17546164,13132299,3943822,6555617,9832600,3992076,17508431,,,,,195034524,,,,,,,647.3195852
2019-09-01T00:00:00,13828718,23440549,23547667,20670455,3120137,36444933,17470956,14394029,6074911,7170931,9646448,3875421,21987330,,,,,201672485,,,,,,,669.3509777
2019-09-02T00:00:00,13902935,24916025,23742234,22850035,5287246,37836016,17911492,12951679,11334906,6639142,10660154,4759210,20950284,,,,,213741358,,,,,,,709.4075672
2019-09-03T00:00:00,14076794,27338631,22835220,24037598,6170310,35961002,16646400,14574549,15213206,7328411,11658930,4201007,14565932,,,,,214607990,,,,,,,712.2839188
2019-09-04T00:00:00,13806069,27454131,22491833,23994703,5861157,37080604,16884737,14046393,16197096,7960698,12021381,4128156,17785384,,,,,219712342,,,,,,,729.2252631
2019-09-05T00:00:00,14235336,27764282,21486757,22874722,6534068,34466625,17139222,15801258,16939223,8060118,11563865,3850938,20590022,,,,,221306436,,,,,,,734.5160611
2019-09-06T00:00:00,13514923,26302896,21792566,22044793,5895461,34363522,16160410,17961857,17730321,7511480,11064071,3852427,14810450,,,,,213005177,,,,,,,706.9641825
2019-09-07T00:00:00,15344616,22838342,20830344,21283969,4067297,30519577,16373801,13621720,15896529,6980565,9508460,3846121,19252773,,,,,200364114,,,,,,,665.0084944
2019-09-08T00:00:00,14453726,23003505,21961543,20756824,3354627,31613862,15217329,14226880,16583259,7221564,9493130,4046555,15516562,,,,,197449366,,,,,,,655.3344458
2019-09-09T00:00:00,12476835,26456122,21741624,21889093,5513082,33603889,15962818,14006783,16290349,7359092,11007663,4146519,23990139,,,,,214444008,,,,,,,711.7396626
2019-09-10T00:00:00,12745250,27232388,24772406,23635339,5887201,32005424,17088367,15514969,14435458,6466063,11805738,4295662,18801690,,,,,214685955,,,,,,,712.5426846
2019-09-11T00:00:00,13028871,28057262,22455578,23704524,5790674,30450714,16725580,14890018,13871102,7130990,11606748,4054087,21260244,,,,,213026392,,,,,,,707.034595
2019-09-12T00:00:00,12513335,28099903,23167823,24097786,5922949,33148478,17172542,16104980,13716780,7427790,11941299,4330743,27253410,,,,,224897818,,,,,,,746.4358579
2019-09-13T00:00:00,12280202,25794165,25564597,24173744,5222113,34749715,16652862,17786145,14285438,7804353,11711970,4366944,27348756,,,,,227741004,,,,,,,755.8723923
2019-09-14T00:00:00,14375037,22148591,24371718,21351145,4035087,33668426,15834849,13500275,13688056,7749098,9983256,4443733,13649414,,,,,198798685,,,,,,,659.8128355
2019-09-15T00:00:00,11820574,21799950,22119852,21087256,3177285,34450444,16389377,13271271,14135792,7964254,9311133,4408690,20163949,,,,,200099827,,,,,,,664.1313258
2019-09-16T00:00:00,12803027,26372665,23972813,22185729,4991356,34970951,17840922,13275844,14505837,7684887,10818141,4395812,23514764,,,,,217332748,,,,,,,721.3273906
2019-09-17T00:00:00,13225360,27869329,26018589,22876742,5683515,36905257,16964952,10661260,14856035,7234071,12691636,4132800,20300326,,,,,219419872,,,,,,,728.2545552
2019-09-18T00:00:00,14707083,28823109,25494642,30836265,5378648,37771592,17937468,11535660,15271896,7491399,12405011,4628283,25939154,,,,,238220210,,,,,,,790.652877
2019-09-19T00:00:00,13862406,29340725,23848472,30560112,5796731,36763339,17481644,13050215,15154557,7078186,12257193,4420356,29891003,,,,,239504939,,,,,,,794.9168925
2019-09-20T00:00:00,13501453,27139486,24451378,28852288,5305940,34989640,16615492,13745498,15945837,7053303,11703182,4387464,19563864,,,,,223254825,,,,,,,740.9827642
2019-09-21T00:00:00,15493335,23502166,23601558,18295009,3953587,32016740,15724166,13491060,13684090,7447246,9997386,4140645,23889283,,,,,205236271,,,,,,,681.1791834
2019-09-22T00:00:00,13135177,23902848,23747205,17555040,3128789,34300430,16027137,12754646,14923400,7521508,9593980,4301264,25384639,,,,,206276063,,,,,,,684.6302531
2019-09-23T00:00:00,13854067,26687601,23905094,17831466,5570368,36285291,17078247,11742392,15723142,7623508,11116343,4430751,28347163,,,,,220195433,,,,,,,730.8286421
2019-09-24T00:00:00,13890223,27985329,24847624,20045489,6086182,34807702,16715985,12262338,15918661,6546906,12342715,4323323,19787401,,,,,215559878,,,,,,,715.4432351
2019-09-25T00:00:00,14011657,26258128,24703390,19820316,5855750,35310138,15526026,11922905,15470105,6405211,11967272,4033219,25135140,,,,,216419257,,,,,,,718.295514
2019-09-26T00:00:00,15282391,25936913,23521530,20574831,6164002,33332624,15992649,13349784,15918881,6284827,12060919,4350326,10701065,,,,,203470742,,,,,,,675.3193927
2019-09-27T00:00:00,16131288,24280063,23336025,21578019,6055771,34260445,16405224,13190214,17312969,7261657,12004377,4519559,13664128,,,,,209999739,,,,,,,696.9891337
2019-09-28T00:00:00,18239202,21994639,23136380,19141290,5312474,30599003,14910015,12885979,16226546,7298920,11049457,4284460,18107595,,,,,203185960,,,,,,,674.3742012
2019-09-29T00:00:00,17205237,22854076,23228554,18960477,3176161,33417765,14690662,12853485,15696191,8081126,9645900,4077586,14546552,,,,,198433772,,,,,,,658.6016893
2019-09-30T00:00:00,16763232,25551221,18752551,19628846,5672740,36345284,15407896,12518980,15391805,7371984,11340998,4433322,25174184,,,,,214353043,,,,,,,711.4377497
2019-10-01T00:00:00,18539685,27710625,17173428,20958761,7429240,34590421,17591699,12886780,17808846,6039751,13611832,3924713,14926390,,,,,213192171,,,,,,,707.5848155
2019-10-02T00:00:00,20141402,27896396,16739990,21314297,7208113,36267775,17748202,14022964,20244226,6882009,13467209,4231493,18142305,,,,,224306381,,,,,,,744.4728785
2019-10-03T00:00:00,18675927,26564970,16625572,22455348,7258526,35989838,17538357,14283424,19884480,7497291,13117285,4409944,26122439,,,,,230423401,,,,,,,764.7752679
2019-10-04T00:00:00,18413829,24669142,16869061,21640691,6876550,35314161,18301582,14491709,19179940,7411673,12325930,4051206,30453700,,,,,229999174,,,,,,,763.3672585
2019-10-05T00:00:00,21084949,22523574,16054286,21258264,5382160,34175779,18141248,14311907,18162219,6592374,11412906,3825448,24716620,,,,,217641734,,,,,,,722.3529151
2019-10-06T00:00:00,18593486,22874697,14029554,21701580,3924810,36939889,17940574,14041551,17311990,6487646,10826295,3821888,24056906,,,,,212550866,,,,,,,705.4563243
2019-10-07T00:00:00,14876892,27012188,17553888,23743837,6652926,39776906,18785387,13999700,17538944,7494005,11922009,4602384,28071183,,,,,232030249,,,,,,,770.1083964
2019-10-08T00:00:00,16234526,27366549,16321817,23310584,7828133,37676161,17503453,13667886,17275748,7614039,12996975,4549546,20725401,,,,,223070818,,,,,,,740.3720449
2019-10-09T00:00:00,16324603,27351579,16515654,24875233,7380454,38722252,17602020,14027721,18581693,7130379,12795607,4480426,26277904,,,,,232065525,,,,,,,770.2254775
2019-10-10T00:00:00,14790196,28087356,16721918,23218681,7247339,40932193,19301269,14997579,18248671,7027514,12655678,4494576,17946715,,,,,225669685,,,,,,,748.9976845
2019-10-11T00:00:00,13258940,26864282,18579178,22660063,6216474,38515930,17985791,17945966,18878916,7187162,11882693,4197741,27765193,,,,,231938329,,,,,,,769.803314
2019-10-12T00:00:00,18080413,24227581,19019376,20958804,4843170,36135290,17596797,15509929,16829964,7358829,10866861,4223763,27110928,,,,,222761705,,,,,,,739.3460989
2019-10-13T00:00:00,18009273,24874842,21281985,20419427,3682566,37646116,17554055,15228272,14813976,7844726,10480855,4202356,19276698,,,,,215315147,,,,,,,714.6309729
2019-10-14T00:00:00,18675556,28317337,24856748,22544947,5766089,38410807,18657310,14846868,12447129,8123419,12186551,3870168,39815786,,,,,248518715,,,,,,,824.8336151
2019-10-15T00:00:00,18358749,29713387,24990653,22111376,6642916,35076736,18059945,14511162,12207432,7981993,13393584,3613509,43421378,,,,,250082820,,,,,,,830.0248796
2019-10-16T00:00:00,18866403,29076933,25087418,23133022,6391675,37043660,18144006,15678859,12417471,7793555,13009229,4011127,18194036,,,,,228847394,,,,,,,759.5445007
2019-10-17T00:00:00,19191253,28388114,24333943,22652301,6768336,37596198,19399585,15681967,13887978,7806964,13232626,3664023,24438329,,,,,237041617,,,,,,,786.7411268
2019-10-18T00:00:00,18593696,26762445,23403334,22236564,5909794,35643668,17333327,23192720,12581089,6877505,12576875,3911952,14073918,,,,,223096887,,,,,,,740.458568
2019-10-19T00:00:00,18648029,24277646,22195998,21408489,4735837,32543060,17078754,15138605,11250856,6981923,11131443,4214650,18700532,,,,,208305822,,,,,,,691.3670232
2019-10-20T00:00:00,18184500,24360265,22670051,21560134,4058431,34103992,16764694,14987701,12279301,7519464,10549821,4521257,13894635,,,,,205454246,,,,,,,681.9026425
2019-10-21T00:00:00,20061852,28448574,23388253,22564835,5944016,37796814,18724975,15070310,13281906,8275894,12450712,4153446,18756842,,,,,228918429,,,,,,,759.7802659
2019-10-22T00:00:00,19983952,29649871,25165357,22048565,7008632,33852314,18183181,15763958,18038675,8400628,13531344,4695273,18824982,,,,,235146732,,,,,,,780.4520035
2019-10-23T00:00:00,20165497,27469531,25201591,21531920,6632817,33304173,18007541,15175870,19307632,7100205,13138194,4581847,17216096,,,,,228832914,,,,,,,759.4964416
2019-10-24T00:00:00,19975779,26682943,25423256,21617149,7100290,33594102,18394880,16096928,20172503,7767589,13458276,4954922,18082759,,,,,233321376,,,,,,,774.3936469
2019-10-25T00:00:00,19797746,26500825,25572751,22523625,6238288,33602712,16572569,23682428,19352865,6992626,12542565,5101993,15692198,,,,,234173191,,,,,,,777.2208209
2019-10-26T00:00:00,20216988,24321634,25641590,22251877,4895842,32956697,16388200,16700498,18721602,7460903,12337946,6010785,15922523,,,,,223827085,,,,,,,742.8820951
2019-10-27T00:00:00,18983407,24182419,25553565,21800747,4365719,33026167,16257578,15923900,18290224,8153792,11028478,6017462,15671995,,,,,219255453,,,,,,,727.7088485
2019-10-28T00:00:00,20063734,27799097,27312119,23990018,6176152,37237937,18080344,15802999,18660639,7881193,13375186,6299491,34583503,,,,,257262412,,,,,,,853.8539454
2019-10-29T00:00:00,19186385,28819230,26215674,22543093,6742026,35560683,17423653,18571952,18002341,7357620,13948491,6004306,14442562,,,,,234818016,,,,,,,779.3609951
2019-10-30T00:00:00,20468936,28093837,26177561,20940290,6832198,35943953,17974283,17442888,16884127,8457719,14073008,5866652,31535904,,,,,250691356,,,,,,,832.0446106
2019-10-31T00:00:00,20230392,27956915,25877605,20817852,6658132,35615360,18517767,16939268,15334317,8163680,13546713,5077232,21355370,,,,,236090603,,,,,,,783.5847114
2019-11-01T00:00:00,19549613,25445513,24912932,20825248,5707292,33714901,17515169,18952876,14432040,7197201,12354673,3979736,22958208,,,,,227545402,,,,,,,755.2231892
2019-11-02T00:00:00,19074886,24925876,24648404,20521515,4581981,31910769,17076899,18335884,10975165,7489945,11498790,4040903,16233514,,,,,211314531,,,,,,,701.3529284
2019-11-03T00:00:00,19504202,26332768,23458410,20869307,3699175,33078317,17121593,20081858,10175702,7416811,10655796,3819189,22052926,,,,,218266054,,,,,,,724.4250332
2019-11-04T00:00:00,19789468,28754020,24614522,22329205,5955855,34892483,18444907,29600675,11313928,8296317,11342567,3812809,29364497,,,,,248511253,,,,,,,824.8088487
2019-11-05T00:00:00,20036742,30565887,26543652,22100055,6711778,33449117,18595669,17874089,11639023,8321451,12866071,4295228,26367155,,,,,239365917,,,,,,,794.4554785
2019-11-06T00:00:00,20666668,31178919,27098884,22264391,5984881,35979905,19209718,18314222,16188176,8687944,13740897,4411232,41097737,,,,,264823574,,,,,,,878.9494421
2019-11-07T00:00:00,20216896,29567810,24427641,21092189,6772005,34794837,19238099,22325987,17875745,8396788,13907609,4473520,14815991,,,,,237905117,,,,,,,789.6070833
2019-11-08T00:00:00,20193145,29425739,26169545,21732733,6619217,34693987,19259886,19490870,17162027,8946892,13265257,4604054,27716262,,,,,249279614,,,,,,,827.3590389
2019-11-09T00:00:00,19432996,26314591,25464255,19976710,5393399,31672025,18897164,18371626,14698412,7353649,13128005,4542353,27149168,,,,,232394353,,,,,,,771.3168576
2019-11-10T00:00:00,19283102,25557032,25158265,20031076,4487801,31261535,18991222,17908656,13669808,7231798,12474469,4578260,30356936,,,,,230989960,,,,,,,766.6556772
2019-11-11T00:00:00,20081115,34704539,27705444,21316199,6654868,37358505,20140042,20013876,16435328,7701920,13849129,4653616,31430227,,,,,262044808,,,,,,,869.7267178
2019-11-12T00:00:00,20840936,30871042,29060807,21842450,7454101,35798336,20811893,20470227,19719910,8517612,15434739,4770574,28996017,,,,,264588644,,,,,,,878.1697094
2019-11-13T00:00:00,21095538,39835979,31339191,22249229,7063859,37141268,20381261,31239822,21009661,8911992,15474127,4532230,41088527,,,,,301362684,,,,,,,1000.222748
2019-11-14T00:00:00,20987810,38462200,26690859,22186328,7622069,36658572,21155683,27991083,20287119,8684198,15514218,4652614,30921045,,,,,281813798,,,,,,,935.3399956
2019-11-15T00:00:00,19880048,29171691,25833852,22047085,6196850,35456042,19822840,19299967,19960929,8450176,14059229,4998239,33020025,,,,,258196973,,,,,,,856.9557534
2019-11-16T00:00:00,18397836,26009560,26161761,20992162,5172020,32378387,19081749,26715487,19346961,7301963,12936590,4742563,33784212,,,,,253021251,,,,,,,839.7775321
2019-11-17T00:00:00,18958695,28606782,25785111,20928516,4660102,33693326,19472518,15457846,20012764,7292171,13362305,5181826,30877497,,,,,244289459,,,,,,,810.7967144
2019-11-18T00:00:00,21150918,36750480,25161789,22455344,6950003,39075025,20753901,28012351,20608157,8860540,15740828,4670782,39498014,,,,,289688132,,,,,,,961.4749101
2019-11-19T00:00:00,21554768,30599399,26340034,22823413,7976216,36752209,19755118,31865047,18747060,8596035,17232452,4796254,44355675,,,,,291393680,,,,,,,967.1356239
2019-11-20T00:00:00,21680603,38974458,28227251,23217101,7408275,36279799,19931955,28443522,18593096,7882520,15015106,4850403,26835930,,,,,277340019,,,,,,,920.4915231
2019-11-21T00:00:00,20835946,30884194,25424309,23117702,7700374,38246877,20118769,22668520,20867360,8384696,15235950,4740284,28560609,,,,,266785590,,,,,,,885.4613732
2019-11-22T00:00:00,19483521,28752415,24207949,22205419,6070372,35947269,19298328,22655115,18016157,8254204,14049944,4437785,27413334,,,,,250791812,,,,,,,832.378024
2019-11-23T00:00:00,18585722,24584589,23775527,21042728,4398086,32391431,18357689,16591719,16302067,6748362,13259056,4217906,22016037,,,,,222270919,,,,,,,737.7171802
2019-11-24T00:00:00,19272033,25078133,23048048,21453836,4345285,32771090,18928707,19035013,16062281,7137828,11926691,4693715,27371384,,,,,231124044,,,,,,,767.100702
2019-11-25T00:00:00,20033712,29477450,24374902,23509684,6530022,30148686,19302740,23030333,16997348,7379244,13395338,4505831,22049911,,,,,240735201,,,,,,,799.0001321
2019-11-26T00:00:00,19491110,28939860,24606024,23797675,6750667,30806318,18807390,17242051,16579010,8166078,14175804,4515753,22196335,,,,,236074075,,,,,,,783.5298549
2019-11-27T00:00:00,19796435,30374687,23830669,23657831,6485727,31328220,18656357,27106036,18369535,8511590,13839736,4195856,26979728,,,,,253132407,,,,,,,840.1464588
2019-11-28T00:00:00,20656356,32854567,23761305,24666067,7200798,36233268,19823801,21645689,19100243,8593399,14832561,3458100,24264395,,,,,257090549,,,,,,,853.2835321
2019-11-29T00:00:00,21050376,30495411,24180736,24861219,6831570,35216605,19336200,28919101,20223528,8734037,14760067,4248274,42933288,,,,,281790412,,,,,,,935.2623774
2019-11-30T00:00:00,19749747,28012822,17464699,23316309,5367998,31986344,18187946,17342336,18415760,7449033,12935561,4455698,22195917,,,,,226880170,,,,,,,753.0152842
2019-12-01T00:00:00,19926063,27708473,16051590,23258404,5853914,34212704,18521613,17441375,18974109,7821264,12489441,4129028,23391337,,,,,229779315,,,,,,,762.6375465
2019-12-02T00:00:00,20511569,31197024,18737362,24407147,7824193,36371091,19863271,33735012,21349180,10461773,15326447,4910612,33157266,,,,,277851947,,,,,,,922.1906121
2019-12-03T00:00:00,20090674,31936101,17597428,23073710,7531641,36638013,19992248,31033244,19772542,9128616,16300121,4977388,32962000,,,,,271033726,,,,,,,899.5609366
2019-12-04T00:00:00,21333312,34235597,18948680,22889258,7778031,38386381,19678438,34867938,20601379,8548595,16045452,3319109,40971445,,,,,287603615,,,,,,,954.5563982
2019-12-05T00:00:00,20834191,31896527,17978404,24948771,7442520,37160806,20200210,30073577,19642231,8866554,15098608,4991417,31792484,,,,,270926300,,,,,,,899.2043897
2019-12-06T00:00:00,19958203,29346318,17699753,23217273,5862771,35255448,19060689,16859310,20066827,8184079,13452559,5358175,17338952,,,,,231660357,,,,,,,768.8807249
2019-12-07T00:00:00,19767822,26798462,15056268,23168691,4538596,32463124,18719365,16486905,17577908,7208407,11788217,5533517,16949803,,,,,216057085,,,,,,,717.0934651
2019-12-08T00:00:00,19578856,27015540,16165052,23324624,4873648,34656914,19967539,16739994,19687416,8104484,11584957,5512776,20955164,,,,,228166964,,,,,,,757.2861535
2019-12-09T00:00:00,21191543,30400204,18633073,25349909,7091632,38560064,21410933,24139202,22094425,8764263,14929211,6119190,28944606,,,,,267628255,,,,,,,888.2581783
2019-12-10T00:00:00,20968449,31957709,18307981,23927854,7732891,37010080,21413238,21363826,20344363,8345047,15297887,5515940,18640912,,,,,250826177,,,,,,,832.4920815
2019-12-11T00:00:00,21259034,33759931,18556488,23791411,7389245,37368838,22576179,25652262,21770686,8875291,16218917,5185965,29817129,,,,,272221376,,,,,,,903.5027469
2019-12-12T00:00:00,21220857,30927995,19810904,24893525,7094958,38413569,22411321,21875006,20343982,8518575,15506089,4903512,40552041,,,,,276472334,,,,,,,917.6116765
2019-12-13T00:00:00,20825053,29662447,20457412,24757262,5962034,38444777,21558480,23825246,20098334,8261164,14331272,4902667,23954885,,,,,257041033,,,,,,,853.1191885
2019-12-14T00:00:00,19630146,24808349,22940818,22978985,4897202,35312147,20394215,17485605,20254651,7188379,13027838,4452062,22258078,,,,,235628475,,,,,,,782.0509085
2019-12-15T00:00:00,20636344,26594112,21563871,22644415,5208591,36015215,19723920,19799283,18712857,7733689,12500933,3860882,24968371,,,,,239962483,,,,,,,796.4354811
2019-12-16T00:00:00,21380521,31167071,25355939,24293158,7099780,40844606,20787026,32759040,18968812,10446395,14642917,4523915,32564702,,,,,284833882,,,,,,,945.3636544
2019-12-17T00:00:00,21115223,31150553,28128836,24643726,7337954,42428213,19746815,32262327,20213800,9493118,15833907,4770030,39151391,,,,,296275893,,,,,,,983.3396889
2019-12-18T00:00:00,20698906,30842906,25052109,24136883,7303753,39734219,19629723,18355496,20919428,9217520,14525126,4578723,22900618,,,,,257895410,,,,,,,855.9548658
2019-12-19T00:00:00,20556891,27956933,25666121,22407444,6488667,39340023,19030536,25360844,19793646,8315576,13293145,3985826,15752067,,,,,247947719,,,,,,,822.9384794
2019-12-20T00:00:00,20439142,25876760,25240122,21746367,5639921,36751741,19013501,16252586,20176883,8195404,11307886,4091403,20282657,,,,,235014373,,,,,,,780.012704
2019-12-21T00:00:00,18649839,22574853,22674656,20051195,5381451,33394584,19033547,15866856,19386173,7135299,10089734,3458464,17262412,,,,,214959063,,,,,,,713.4491301
2019-12-22T00:00:00,19002981,22027479,22459079,19977907,5386250,31942204,19040145,13828708,20391761,6632371,9105579,4270485,22171272,,,,,216236221,,,,,,,717.6880175
2019-12-23T00:00:00,18137043,23181120,23794685,20213120,5095590,32610373,18166911,14335988,20707435,6671043,9057516,3677219,17379580,,,,,213027623,,,,,,,707.0386807
2019-12-24T00:00:00,17373772,23372748,22269476,18715369,4784946,29206634,16214239,9297479,19809233,4801475,6406502,3192457,28638615,,,,,204082945,,,,,,,677.3512945
2019-12-25T00:00:00,17341885,24650114,19930175,18374206,5053753,30702218,15578868,9134710,20416760,4630515,5498627,3370551,15750943,,,,,190433325,,,,,,,632.0482057
2019-12-26T00:00:00,17159209,17521827,20517150,18342937,4908271,29067800,15294795,8873170,19667347,4845959,5726688,3103910,7775728,,,,,172804791,,,,,,,573.5391013
2019-12-27T00:00:00,17665087,19346819,24093406,19905636,6888452,33429346,16229933,11509758,20019329,6151748,7843315,3486249,11328680,,,,,197897758,,,,,,,656.8226588
2019-12-28T00:00:00,18543550,19986226,21511436,19690674,6879345,32119258,15928511,15270729,19709938,6081700,8228026,3498543,10692458,,,,,198140394,,,,,,,657.6279677
2019-12-29T00:00:00,18362970,20925963,21726173,18964260,7514688,32687077,15372104,14705138,20063338,6596283,7691055,3542157,8712545,,,,,196863751,,,,,,,653.3907896
2019-12-30T00:00:00,17546951,20351510,21159363,19789465,7091877,31895738,16975382,18619556,20273321,6700749,8326929,3479335,16499504,,,,,208709680,,,,,,,692.7074279
2019-12-31T00:00:00,17693230,19310272,19244555,19055452,6366112,31539232,16438373,16661367,20346985,6500121,7908937,3738123,15469573,,,,,200272332,,,,,,,664.7038699
2020-01-01T00:00:00,17290796,19426575,18746132,19398944,5915546,31523156,15759152,17086246,20934444,6928220,7831055,3897626,8039357,,,,,192777249,,,,,,,639.8276894
2020-01-02T00:00:00,19290396,22929967,19323703,21551085,7711181,36678224,16130425,17733926,20419117,6817394,10911143,3903207,8900783,,,,,212300551,,,,,,,704.6255288
2020-01-03T00:00:00,18706547,24575152,20668137,21865726,7289322,40451455,17959425,16503047,21096643,6854083,12662344,4357265,19740667,,,,,232729813,,,,,,,772.4302493
2020-01-04T00:00:00,18617272,23963522,21567449,21544015,5284902,36640686,16899586,16740817,20880800,7645251,11364779,4306490,17908660,,,,,223364229,,,,,,,741.3458761
2020-01-05T00:00:00,19812669,23418349,20238953,21098462,5237751,35882066,18249869,15963728,20930213,7990489,11068701,4419800,22943116,,,,,227254166,,,,,,,754.256577
2020-01-06T00:00:00,19856939,27276153,21868631,23186854,7653727,37619065,19601398,19701801,22585166,7369181,13290429,4657604,16998209,,,,,241665157,,,,,,,802.0866561
2020-01-07T00:00:00,20853359,28878019,21476939,23411602,7284518,38363276,20375624,17482307,22233423,7861263,13612549,4302060,29442408,,,,,255577347,,,,,,,848.2612147
2020-01-08T00:00:00,19932113,28582726,21272958,23753097,7522216,39418980,20747338,17971025,22560201,9370083,14019035,4261367,41055267,,,,,270466406,,,,,,,897.6780015
2020-01-09T00:00:00,22209137,27696891,21930267,23758084,7940854,39966718,19649946,17359449,24224611,9412449,13870811,4774279,26649713,,,,,259443209,,,,,,,861.0920107
